,location,salary,sector
1508,MA,"45,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
1509,MA,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1510,MA,"95,000.00 - 110,000.00 $ /year",Experienced (Non-Manager)
1511,MA,"55,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1512,MA,"90,000.00 - 100,000.00 $ /yearExcellent Benefits",Experienced (Non-Manager)
1513,MA,"65,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1514,MA,45.00 - 45.00 $ /hour,Medical/Health
1515,MA,"100,000.00 - 140,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1516,,"50,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1517,MA,"65,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1518,MA,"70,000.00 - 90,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1519,MA,13.00 - 20.00 $ /hour,Accounting/Finance/Insurance
1520,,0.00 - 16.00 $ /hour,Administrative/Clerical
1521,MA,"55,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
1522,MA,"120,000.00 - 130,000.00 $ /year",Experienced (Non-Manager)
1523,IL,"75,000.00 - 100,000.00 $ /year",Building Construction/Skilled Trades
1524,IL,"70,000.00 - 110,000.00 $ /year",Building Construction/Skilled Trades
1525,OH,"70,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1526,OH,"0.00 - 75,000.00 $ /year",Sales/Retail/Business Development
1527,OH,"35,360.00 - 35,360.00 $ /year",Experienced (Non-Manager)
1528,VA,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
1529,OH,14.00 - 15.00 $ /hour,Accounting/Finance/Insurance
1530,MA,"130,000.00 - 150,000.00 $ /year",Accounting/Finance/Insurance
1531,MA,"85,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
1532,MA,"105,000.00 - 120,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1533,RI,"90,000.00 - 100,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1534,NJ,18.00 - 21.00 $ /hour,Accounting/Finance/Insurance
1535,FL,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1536,OH,"39,000.00 - 46,000.00 $ /year",Accounting/Finance/Insurance
1537,,"35,000.00 - 40,000.00 $ /year",Experienced (Non-Manager)
1538,MA,"70,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
1539,MA,"145,000.00 - 160,000.00 $ /year",Accounting/Finance/Insurance
1540,IL,"120,000.00 - 140,000.00 $ /year",Accounting/Finance/Insurance
1541,NJ,"30,000.00 - 150,000.00 $ /year",Accounting/Finance/Insurance
1542,TX,21.00 - 26.00 $ /hour,Accounting/Finance/Insurance
1543,MA,"0.00 - 160,000.00 $ /year",Accounting/Finance/Insurance
1544,OH,15.00 - 16.00 $ /hour,Accounting/Finance/Insurance
1545,FL,"40,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
1546,MD,"70,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1547,FL,18.00 - 18.00 $ /hour,Experienced (Non-Manager)
1548,MA,"50,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1549,MA,"140,000.00 - 160,000.00 $ /year",Accounting/Finance/Insurance
1550,FL,"40,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
1551,MA,"30,000.00 - 47,000.00 $ /year",Experienced (Non-Manager)
1552,MA,"65,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
1553,FL,"50,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
1554,TX,"60,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1555,MA,"65,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1556,FL,"46,000.00 - 46,000.00 $ /year",Experienced (Non-Manager)
1557,FL,13.00 - 14.00 $ /hour,Accounting/Finance/Insurance
1558,DC,"60,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1559,MI,"33,000.00 - 36,000.00 $ /year",Entry Level
1560,VA,"80,000.00 - 100,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1561,OH,"53,286.00 - 58,553.00 $ /year",Experienced (Non-Manager)
1562,CA,"5,153.00 - 6,264.00 $ /month",Experienced (Non-Manager)
1563,VA,"90,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
1564,MA,"50,000.00 - 57,000.00 $ /year",Accounting/Finance/Insurance
1565,VA,"75,000.00 - 115,000.00 $ /year",Experienced (Non-Manager)
1566,VA,"90,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1567,MI,14.00 - 17.00 $ /hour,Accounting/Finance/Insurance
1568,MA,"0.00 - 110,000.00 $ /year",Accounting/Finance/Insurance
1569,TX,17.00 - 20.00 $ /hour,Experienced (Non-Manager)
1570,MA,"52,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
1571,MA,"65,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1572,TX,"90,000.00 - 100,000.00 $ /year",Accounting/Finance/Insurance
1573,KS,"60,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1574,TX,15.00 - 18.00 $ /year,Banking/Real Estate/Mortgage Professionals
1575,TX,"90,000.00 - 100,000.00 $ /year",Accounting/Finance/Insurance
1576,TX,"55,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1577,TX,9.00 - 11.00 $ /hour,Installation/Maintenance/Repair
1578,TX,"95,000.00 - 105,000.00 $ /year",Marketing/Product
1579,TX,"55,000.00 - 80,000.00 $ /year",Accounting/Finance/Insurance
1580,FL,"70,000.00 - 80,000.00 $ /year",IT/Software Development
1581,FL,"75,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
1582,CA,25.00 - 30.00 $ /hour,Installation/Maintenance/Repair
1583,TX,"100,000.00 - 100,000.00 $ /year",IT/Software Development
1584,TX,"35,000.00 - 50,000.00 $ /year",Sales/Retail/Business Development
1585,CA,"50,000.00 - 50,000.00 $ /year",Project/Program Management
1586,IL,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1587,NC,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1588,TX,"90,000.00 - 100,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1589,AL,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1590,NC,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1591,TN,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1592,IN,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1593,AL,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1594,VA,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1595,AL,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1596,MS,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1597,MS,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1598,NC,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1599,AL,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1600,MS,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1601,VA,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1602,TN,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1603,NC,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1604,GA,$10.50+ /hour,Sales/Retail/Business Development
1605,GA,11.00 - 15.00 $ /hour,Sales/Retail/Business Development
1606,TX,$72k-$100k Commissions,"Executive (SVP, VP, Department Head, etc)"
1607,OH,"$25,000.00+ /yearCommission",Entry Level
1608,TX,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1609,TX,"60,000.00 - 65,000.00 $ /year",Legal
1610,TX,"0.00 - 47,000.00 $ /year",Accounting/Finance/Insurance
1611,TX,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1612,TX,"100,000.00 - 100,000.00 $ /year",Systems Analysis - IT
1613,TX,"55,000.00 - 65,000.00 $ /yearYearly Bonus",Manager (Manager/Supervisor of Staff)
1614,TX,"50,000.00 - 250,000.00 $ /year$50-60k Base + Commission and Bonuses",Experienced (Non-Manager)
1615,,"31,054.00 - 31,054.00 $",Sales/Retail/Business Development
1616,TX,"55,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
1617,TX,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1618,TX,"40,000.00 - 45,000.00 $ /year",Accounting/Finance/Insurance
1619,TX,9.00 - 13.00 $ /year,Experienced (Non-Manager)
1620,TX,14.00 - 18.00 $ /hour,Experienced (Non-Manager)
1621,TX,"50,000.00 - 85,000.00 $ /yearBonus, Benefits, 401k",Manager (Manager/Supervisor of Staff)
1622,,0.00 - 25.00 $ /hour,Accounting/Finance/Insurance
1623,TX,"0.00 - 90,000.00 $ /yearbonus up to 12%",Experienced (Non-Manager)
1624,TX,17.00 - 20.00 $ /hour,Customer Support/Client Care
1625,TX,22.00 - 25.00 $ /hour,Entry Level
1626,TX,$10.00+ /hourbonuses,Student (High School)
1627,TX,10.00 - 11.50 $ /hourBonus,Experienced (Non-Manager)
1628,OH,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
1629,TX,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1630,TX,"35,000.00 - 75,000.00 $ /yearCommissions, Bonuses, Overtime",Entry Level
1631,TX,"60,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1632,TX,"38,000.00 - 50,000.00 $ /yearBonus and Comp plan",Experienced (Non-Manager)
1633,TX,"55,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1634,TX,"75,000.00 - 80,000.00 $ /year",Accounting/Finance/Insurance
1635,TX,"$150,000.00+ /year",Experienced (Non-Manager)
1636,TX,14.00 - 14.00 $ /hour,Entry Level
1637,TX,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1638,TX,"50,000.00 - 50,000.00 $ /year",Entry Level
1639,,1.00 - 1.00 $ /hour,IT/Software Development
1640,TX,"0.00 - 70,000.00 $ /yearBonus",Experienced (Non-Manager)
1641,TX,"55,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1642,TX,"95,000.00 - 125,000.00 $ /year",Sales/Retail/Business Development
1643,TX,"80,000.00 - 90,000.00 $ /yearYearly Bonus",Manager (Manager/Supervisor of Staff)
1644,TX,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1645,TX,"40,000.00 - 50,000.00 $ /year10,000-20,000",Experienced (Non-Manager)
1646,TX,"0.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1647,TX,0.00 - 45.00 $ /hour,Experienced (Non-Manager)
1648,TX,"45,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1649,TX,"95,000.00 - 105,000.00 $ /year",IT/Software Development
1650,TX,20.00 - 30.00 $ /hourOT Available,Experienced (Non-Manager)
1651,TX,"90,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
1652,,"60,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1653,TX,"110,000.00 - 120,000.00 $ /year",Experienced (Non-Manager)
1654,,0.00 - 20.00 $ /hour,Accounting/Finance/Insurance
1655,TX,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
1656,TX,"95,000.00 - 105,000.00 $ /year",Experienced (Non-Manager)
1657,TX,"80,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1658,TX,11.50 - 12.50 $ /hour,Experienced (Non-Manager)
1659,TX,"$40,000.00+ /yearStarting base $40K or higher (based on experience) + Commission(negotiable)",Experienced (Non-Manager)
1660,TX,35.00 - 45.00 $ /hour,IT/Software Development
1661,TX,20.00 - 25.00 $ /hourBONUSES,Experienced (Non-Manager)
1662,TX,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1663,TX,10.00 - 12.00 $ /hour,Logistics/Transportation
1664,TX,12.00 - 14.00 $ /hour,Customer Support/Client Care
1665,TX,12.00 - 16.00 $ /hour,Experienced (Non-Manager)
1666,TX,"$85,000.00+ /year",Manager (Manager/Supervisor of Staff)
1667,TX,13.00 - 15.00 $ /hour,Experienced (Non-Manager)
1668,TX,"60,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1669,TX,"50,000.00 - 85,000.00 $ /yeargreat bonus potential and full benefits",Manager (Manager/Supervisor of Staff)
1670,TX,"50,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1671,TX,12.00 - 14.00 $ /hourFull benefits. Profit sharing.,Entry Level
1672,TX,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1673,TX,"80,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1674,TX,"70,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1675,TX,15.00 - 18.00 $ /year,Banking/Real Estate/Mortgage Professionals
1676,TX,"100,000.00 - 105,000.00 $ /yearup to $60,000+ in commission",Experienced (Non-Manager)
1677,TX,"31,000.00 - 250,000.00 $ /year",Sales/Retail/Business Development
1678,TX,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1679,TX,20.00 - 35.00 $ /hour,Experienced (Non-Manager)
1680,,24.00 - 25.00 $ /hour,Accounting/Finance/Insurance
1681,TX,16.50 - 25.00 $ /hour,Logistics/Transportation
1682,,0.00 - 21.00 $ /hour,Accounting/Finance/Insurance
1683,,"40,000.00 - 70,000.00 $ /year",Sales/Retail/Business Development
1684,TX,"60,000.00 - 80,000.00 $ /year",Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
1685,TX,"$44,000.00+ /year",Accounting/Finance/Insurance
1686,TX,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1687,TX,"55,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1688,,0.00 - 29.00 $ /hour,Accounting/Finance/Insurance
1689,,0.00 - 19.00 $ /hour,Accounting/Finance/Insurance
1690,TX,"55,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1691,TX,"70,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1692,TX,"100,000.00 - 120,000.00 $ /yearBonus",Manager (Manager/Supervisor of Staff)
1693,TX,40.00 - 45.00 $ /year,Sales/Retail/Business Development
1694,TX,16.00 - 16.00 $ /hour,Manager (Manager/Supervisor of Staff)
1695,TX,60.00 - 80.00 $ /hour,IT/Software Development
1696,TX,"50,000.00 - 55,000.00 $ /year",Accounting/Finance/Insurance
1697,TX,"35,000.00 - 40,000.00 $ /yearThis will be for the first year and will change",Entry Level
1698,TX,$15.00+ /hour,Legal
1699,TX,"90,000.00 - 115,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1700,TX,10.00 - 14.00 $ /hour,Sales/Retail/Business Development
1701,TX,50.00 - 75.00 $ /hour,IT/Software Development
1702,TX,"60,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1703,TX,"55,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1704,TX,25.00 - 30.00 $ /hour,Experienced (Non-Manager)
1705,TX,25.00 - 35.00 $ /hour,Systems Analysis - IT
1706,TX,"85,000.00 - 95,000.00 $ /year",Accounting/Finance/Insurance
1707,TX,$12.50-13.00,Experienced (Non-Manager)
1708,OH,"30,000.00 - 55,000.00 $ /yearAggressive Base Pay + Bonus Structure",Entry Level
1709,TX,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1710,TX,$11.50+ /hour,Entry Level
1711,TX,"4,900.00 - 6,125.00 $ /month",Experienced (Non-Manager)
1712,TX,40.00 - 60.00 $ /hour,IT/Software Development
1713,OH,"35,000.00 - 46,000.00 $ /yearpaid overtime",Experienced (Non-Manager)
1714,TX,"90,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1715,TX,"35,000.00 - 55,000.00 $ /year",Business/Strategic Management
1716,,17.00 - 18.00 $ /year,Accounting/Finance/Insurance
1717,TX,"60,000.00 - 70,000.00 $ /yearHealth Insurance, Vacation",Manager (Manager/Supervisor of Staff)
1718,TX,12.00 - 15.00 $ /hour,Experienced (Non-Manager)
1719,,0.00 - 18.00 $ /hour,Accounting/Finance/Insurance
1720,TX,"40,000.00 - 60,000.00 $ /year",Entry Level
1721,TX,"90,000.00 - 100,000.00 $ /year",Accounting/Finance/Insurance
1722,TX,"45,000.00 - 80,000.00 $ /yearBonus, Benefits, 401k",Manager (Manager/Supervisor of Staff)
1723,,0.00 - 17.50 $ /hour,Accounting/Finance/Insurance
1724,TX,9.50 - 11.50 $ /hour,Entry Level
1725,TX,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1726,TX,"60,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1727,TX,"$25,000.00+ /yearAdditional Spiffs",Experienced (Non-Manager)
1728,TX,"40,000.00 - 45,000.00 $ /year",Accounting/Finance/Insurance
1729,TX,"40,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
1730,TX,"36,000.00 - 55,000.00 $ /year",Food Services/Hospitality
1731,TX,"80,000.00 - 90,000.00 $ /year",Accounting/Finance/Insurance
1732,TX,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1733,TX,"70,000.00 - 85,000.00 $ /year+ Bonus / Relocation Provided",Experienced (Non-Manager)
1734,TX,"40,000.00 - 45,000.00 $ /yearSEP Bonus up to 25% of salary",Experienced (Non-Manager)
1735,TX,"60,000.00 - 130,000.00 $ /year",Experienced (Non-Manager)
1736,TX,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1737,TX,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1738,TX,"100,000.00 - 115,000.00 $ /year",IT/Software Development
1739,TX,"65,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1740,TX,"70,000.00 - 80,000.00 $ /yearBonus",Experienced (Non-Manager)
1741,TX,"35,000.00 - 40,000.00 $ /yearCommission",Experienced (Non-Manager)
1742,TX,"80,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1743,TX,"60,000.00 - 90,000.00 $ /year",Accounting/Finance/Insurance
1744,TX,"35,000.00 - 40,000.00 $ /yearFull Benefits Package",Experienced (Non-Manager)
1745,TX,"105,000.00 - 110,000.00 $ /year",Medical/Health
1746,TX,"40,000.00 - 50,000.00 $ /year",Sales/Retail/Business Development
1747,TX,16.00 - 19.00 $ /hour,Experienced (Non-Manager)
1748,,70.00 - 85.00 $ /hour,IT/Software Development
1749,TX,"40,000.00 - 40,000.00 $ /yearGenerous commission structure on top of salary, $100k+ potential",Experienced (Non-Manager)
1750,OH,"30,000.00 - 50,000.00 $ /yearAggressive Weekly Base + Uncapped Commission",Entry Level
1751,TX,50.00 - 65.00 $ /hour,Experienced (Non-Manager)
1752,TX,"48,000.00 - 48,000.00 $ /yearPotential to earn $60,000 - $70,000",Experienced (Non-Manager)
1753,TX,"33,280.00 - 35,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1754,TX,"75,000.00 - 90,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1755,TX,"0.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1756,TX,"60,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1757,TX,150.00 - 300.00 $ /per daycommission,Experienced (Non-Manager)
1758,TX,$10.00+ /hour,Entry Level
1759,TX,"70,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1760,TX,70.00 - 80.00 $ /hour,Experienced (Non-Manager)
1761,TX,"50,000.00 - 70,000.00 $ /yearDOE",Experienced (Non-Manager)
1762,,"0.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1763,TX,"70,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
1764,TX,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1765,TX,"50,000.00 - 50,000.00 $ /year",Entry Level
1766,TX,"25,000.00 - 100,000.00 $ /yearBonus",Experienced (Non-Manager)
1767,TX,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1768,,0.00 - 32.50 $ /hour,Accounting/Finance/Insurance
1769,TX,"40,000.00 - 60,000.00 $",Experienced (Non-Manager)
1770,,"80,000.00 - 90,000.00 $ /year",Human Resources
1771,TX,"35,000.00 - 55,000.00 $ /year",Business/Strategic Management
1772,TX,"38,000.00 - 42,000.00 $ /year",Experienced (Non-Manager)
1773,TX,"21,400.00 - 55,000.00 $ /year",Sales/Retail/Business Development
1774,OH,12.00 - 13.00 $ /hourPlus Commission,Manager (Manager/Supervisor of Staff)
1775,OH,"30,000.00 - 50,000.00 $ /yearBase Pay + Uncapped Commission / Bonus Structure",Entry Level
1776,,"57,500.00 - 64,500.00 $ /year",Manufacturing/Production/Operations
1777,TX,15.00 - 25.00 $ /year,Experienced (Non-Manager)
1778,TX,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1779,,"45,000.00 - 50,000.00 $ /year",Accounting/Finance/Insurance
1780,TX,$13.50 to $14.00 depending upon experien,Experienced (Non-Manager)
1781,TX,"60,000.00 - 109,500.00 $ /yearBonus",Experienced (Non-Manager)
1782,TX,"55,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1783,OH,16.00 - 17.00 $ /hour,Manager (Manager/Supervisor of Staff)
1784,TX,14.00 - 15.00 $ /hour,Entry Level
1785,TX,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1786,TX,19.00 - 20.00 $ /hour,Experienced (Non-Manager)
1787,TX,$10.00+ /hour,Entry Level
1788,TX,"30,000.00 - 40,000.00 $ /yearAuto Allowance",Entry Level
1789,TX,20.00 - 22.00 $ /hour,Experienced (Non-Manager)
1790,TX,"60,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
1791,TX,$18.00+ /hour,Experienced (Non-Manager)
1792,TX,42.00 - 48.00 $ /hour,IT/Software Development
1793,TX,"60,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1794,TX,"6,000.00 - 10,000.00 $ /month",Experienced (Non-Manager)
1795,TX,"80,000.00 - 85,000.00 $ /year",General/Other: Accounting/Finance
1796,TX,14.00 - 15.00 $ /hour,Experienced (Non-Manager)
1797,TX,"85,000.00 - 100,000.00 $ /year",Accounting/Finance/Insurance
1798,,"31,054.00 - 31,054.00 $",Sales/Retail/Business Development
1799,TX,"12.00 - 13.00 $ /hourAfter 60 day probationary period eligible for monthly bonus; benefits (medical, dental, vision, RX), 401K with company match, ESPP",Experienced (Non-Manager)
1800,TX,"60,000.00 - 80,000.00 $ /year401K matching, strong benefits",Experienced (Non-Manager)
1801,TX,13.00 - 14.00 $ /hour,Medical/Health
1802,TX,"95,000.00 - 125,000.00 $ /year",IT/Software Development
1803,TX,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1804,TX,11.00 - 14.00 $ /hour,Experienced (Non-Manager)
1805,TX,"100,000.00 - 140,000.00 $ /year",IT/Software Development
1806,TX,"55,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1807,OH,12.00 - 13.00 $ /hour,Experienced (Non-Manager)
1808,TX,12.90 - 13.76 $ /hour,Quality Assurance/Safety
1809,TX,"90,000.00 - 95,000.00 $ /year",Accounting/Finance/Insurance
1810,TX,"0.00 - 80,000.00 $ /year",Accounting/Finance/Insurance
1811,TX,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1812,TX,13.00 - 13.00 $ /hour,Experienced (Non-Manager)
1813,TX,"40,000.00 - 70,000.00 $ /yearYear end bonus to be determined",Manager (Manager/Supervisor of Staff)
1814,TX,"30,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
1815,TX,"105,000.00 - 110,000.00 $ /year",Accounting/Finance/Insurance
1816,TX,13.00 - 20.00 $ /hoursalary tbd @ 1-month review,Experienced (Non-Manager)
1817,OH,0.00 - 14.00 $ /hour,Customer Support/Client Care
1818,TX,12.00 - 14.00 $ /hourFull benefits. Profit sharing.,Entry Level
1819,TX,"80,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
1820,TX,20.00 - 25.00 $ /hour,IT/Software Development
1821,TX,20.00 - 30.00 $ /hour,Logistics/Transportation
1822,TX,52.00 - 57.00 $ /hour,Experienced (Non-Manager)
1823,TX,16.00 - 20.00 $ /hour,Experienced (Non-Manager)
1824,TX,"80,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1825,TX,14.00 - 14.00 $ /hourPlus benefits (medical/dental/vision/life/401k),Experienced (Non-Manager)
1826,TN,15.00 - 15.00 $ /year,Experienced (Non-Manager)
1827,TN,"$50,000.00+ /year",Accounting/Finance/Insurance
1828,TN,"50,000.00 - 80,000.00 $ /year",Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
1829,TN,"50,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
1830,TN,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1831,NC,"85,000.00 - 105,000.00 $ /year40,000",Manager (Manager/Supervisor of Staff)
1832,CA,16.00 - 16.00 $ /hour,Logistics/Transportation
1833,,"65,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1834,WA,15.00 - 16.00 $ /hour,Career Level Experienced (Non-Manager)
1835,,"100,000.00 - 145,000.00 $ /year",Quality Assurance/Safety
1836,TX,15.00 - 16.00 $ /hour,Experienced (Non-Manager)
1837,NY,14.00 - 17.00 $ /hour,Entry Level
1838,TX,14.50 - 16.00 $ /hour,Medical/Health
1839,OH,35.00 - 45.00 $ /hour,Experienced (Non-Manager)
1840,PA,"70,000.00 - 80,000.00 $ /year25K bonus annually",Experienced (Non-Manager)
1841,IL,"70,000.00 - 85,000.00 $ /yearQuarterly Incentive Bonus",Manager (Manager/Supervisor of Staff)
1842,SC,14.00 - 14.50 $ /hour,Medical/Health
1843,MA,48.00 - 49.00 $ /hour,Experienced (Non-Manager)
1844,IA,12.00 - 20.00 $ /year,Entry Level
1845,MA,"60,000.00 - 70,000.00 $ /year?",Food Services/Hospitality
1846,WI,"38,000.00 - 47,000.00 $ /year",Food Services/Hospitality
1847,NJ,50.00 - 65.00 $ /year,Food Services/Hospitality
1848,MO,"60,000.00 - 160,000.00 $ /yearsalary, bonus and commision",Manager (Manager/Supervisor of Staff)
1849,PA,"35,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1850,OK,16.00 - 16.00 $ /hour,Entry Level
1851,AR,"48,000.00 - 58,000.00 $ /yearComprehensive Medical Benefits, Bonus Program and Much More!",Manager (Manager/Supervisor of Staff)
1852,NC,"45,000.00 - 65,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1853,NC,"45,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1854,NY,"$50,000.00+ /yearPTO and potential for bonus",Student (High School)
1855,FL,"100,000.00 - 115,000.00 $ /yearPlus Bonus and Benefits",Manager (Manager/Supervisor of Staff)
1856,TX,"40,000.00 - 65,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1857,WA,$75/HR with Bonus,Experienced (Non-Manager)
1858,TX,"110,000.00 - 140,000.00 $ /year",Medical/Health
1859,NY,"120,000.00 - 150,000.00 $ /yearDOE",Student (High School)
1860,FL,"39,000.00 - 58,000.00 $ /yearexcellent bonus opportunities and benefits",Manager (Manager/Supervisor of Staff)
1861,RI,"$40,000.00+ /yearbonus,nicentive",Manager (Manager/Supervisor of Staff)
1862,IN,"40,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1863,CA,"120,000.00 - 130,000.00 $ /year",Manager (Manager/Supervisor of Staff)
