,location,salary,sector
1385,Texas,20.00 - 35.00 $ /hour,Experienced (Non-Manager)
1386,Texas,16.50 - 25.00 $ /hour,Logistics/Transportation
1387,Texas,"60,000.00 - 80,000.00 $ /year",Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
1388,Texas,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1389,Texas,"55,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1390,Texas,"55,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1391,Texas,"70,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1392,Texas,"100,000.00 - 120,000.00 $ /yearBonus",Manager (Manager/Supervisor of Staff)
1393,Texas,40.00 - 45.00 $ /year,Sales/Retail/Business Development
1394,Texas,16.00 - 16.00 $ /hour,Manager (Manager/Supervisor of Staff)
1395,Texas,60.00 - 80.00 $ /hour,IT/Software Development
1396,Texas,"50,000.00 - 55,000.00 $ /year",Accounting/Finance/Insurance
1397,Texas,"35,000.00 - 40,000.00 $ /yearThis will be for the first year and will change",Entry Level
1398,Texas,"90,000.00 - 115,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1399,Texas,10.00 - 14.00 $ /hour,Sales/Retail/Business Development
1400,Texas,50.00 - 75.00 $ /hour,IT/Software Development
1401,Texas,"60,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1402,Texas,"55,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1403,Texas,25.00 - 30.00 $ /hour,Experienced (Non-Manager)
1404,Texas,25.00 - 35.00 $ /hour,Systems Analysis - IT
1405,Texas,"85,000.00 - 95,000.00 $ /year",Accounting/Finance/Insurance
1406,Texas,$12.50-13.00,Experienced (Non-Manager)
1407,Ohio,"30,000.00 - 55,000.00 $ /yearAggressive Base Pay + Bonus Structure",Entry Level
1408,Texas,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1409,Texas,"4,900.00 - 6,125.00 $ /month",Experienced (Non-Manager)
1410,Texas,40.00 - 60.00 $ /hour,IT/Software Development
1411,Ohio,"35,000.00 - 46,000.00 $ /yearpaid overtime",Experienced (Non-Manager)
1412,Texas,"90,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1413,Texas,"35,000.00 - 55,000.00 $ /year",Business/Strategic Management
1414,Texas,"60,000.00 - 70,000.00 $ /yearHealth Insurance, Vacation",Manager (Manager/Supervisor of Staff)
1415,Texas,12.00 - 15.00 $ /hour,Experienced (Non-Manager)
1416,Texas,"40,000.00 - 60,000.00 $ /year",Entry Level
1417,Texas,"90,000.00 - 100,000.00 $ /year",Accounting/Finance/Insurance
1418,Texas,"45,000.00 - 80,000.00 $ /yearBonus, Benefits, 401k",Manager (Manager/Supervisor of Staff)
1419,Texas,9.50 - 11.50 $ /hour,Entry Level
1420,Texas,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1421,Texas,"60,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1422,Texas,"40,000.00 - 45,000.00 $ /year",Accounting/Finance/Insurance
1423,Texas,"40,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
1424,Texas,"36,000.00 - 55,000.00 $ /year",Food Services/Hospitality
1425,Texas,"80,000.00 - 90,000.00 $ /year",Accounting/Finance/Insurance
1426,Texas,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1427,Texas,"70,000.00 - 85,000.00 $ /year+ Bonus / Relocation Provided",Experienced (Non-Manager)
1428,Texas,"40,000.00 - 45,000.00 $ /yearSEP Bonus up to 25% of salary",Experienced (Non-Manager)
1429,Texas,"60,000.00 - 130,000.00 $ /year",Experienced (Non-Manager)
1430,Texas,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1431,Texas,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1432,Texas,"100,000.00 - 115,000.00 $ /year",IT/Software Development
1433,Texas,"65,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1434,Texas,"70,000.00 - 80,000.00 $ /yearBonus",Experienced (Non-Manager)
1435,Texas,"35,000.00 - 40,000.00 $ /yearCommission",Experienced (Non-Manager)
1436,Texas,"80,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1437,Texas,"60,000.00 - 90,000.00 $ /year",Accounting/Finance/Insurance
1438,Texas,"35,000.00 - 40,000.00 $ /yearFull Benefits Package",Experienced (Non-Manager)
1439,Texas,"105,000.00 - 110,000.00 $ /year",Medical/Health
1440,Texas,"40,000.00 - 50,000.00 $ /year",Sales/Retail/Business Development
1441,Texas,16.00 - 19.00 $ /hour,Experienced (Non-Manager)
1442,Texas,"40,000.00 - 40,000.00 $ /yearGenerous commission structure on top of salary, $100k+ potential",Experienced (Non-Manager)
1443,Ohio,"30,000.00 - 50,000.00 $ /yearAggressive Weekly Base + Uncapped Commission",Entry Level
1444,Texas,50.00 - 65.00 $ /hour,Experienced (Non-Manager)
1445,Texas,"48,000.00 - 48,000.00 $ /yearPotential to earn $60,000 - $70,000",Experienced (Non-Manager)
1446,Texas,"33,280.00 - 35,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1447,Texas,"75,000.00 - 90,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1448,Texas,"0.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1449,Texas,"60,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1450,Texas,150.00 - 300.00 $ /per daycommission,Experienced (Non-Manager)
1451,Texas,"70,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1452,Texas,70.00 - 80.00 $ /hour,Experienced (Non-Manager)
1453,Texas,"50,000.00 - 70,000.00 $ /yearDOE",Experienced (Non-Manager)
1454,Texas,"70,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
1455,Texas,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1456,Texas,"50,000.00 - 50,000.00 $ /year",Entry Level
1457,Texas,"25,000.00 - 100,000.00 $ /yearBonus",Experienced (Non-Manager)
1458,Texas,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1459,Texas,"40,000.00 - 60,000.00 $",Experienced (Non-Manager)
1460,Texas,"35,000.00 - 55,000.00 $ /year",Business/Strategic Management
1461,Texas,"38,000.00 - 42,000.00 $ /year",Experienced (Non-Manager)
1462,Texas,"21,400.00 - 55,000.00 $ /year",Sales/Retail/Business Development
1463,Ohio,12.00 - 13.00 $ /hourPlus Commission,Manager (Manager/Supervisor of Staff)
1464,Ohio,"30,000.00 - 50,000.00 $ /yearBase Pay + Uncapped Commission / Bonus Structure",Entry Level
1465,Texas,15.00 - 25.00 $ /year,Experienced (Non-Manager)
1466,Texas,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1467,Texas,"60,000.00 - 109,500.00 $ /yearBonus",Experienced (Non-Manager)
1468,Texas,"55,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1469,Ohio,16.00 - 17.00 $ /hour,Manager (Manager/Supervisor of Staff)
1470,Texas,14.00 - 15.00 $ /hour,Entry Level
1471,Texas,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1472,Texas,19.00 - 20.00 $ /hour,Experienced (Non-Manager)
1473,Texas,"30,000.00 - 40,000.00 $ /yearAuto Allowance",Entry Level
1474,Texas,20.00 - 22.00 $ /hour,Experienced (Non-Manager)
1475,Texas,"60,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
1476,Texas,42.00 - 48.00 $ /hour,IT/Software Development
1477,Texas,"60,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1478,Texas,"6,000.00 - 10,000.00 $ /month",Experienced (Non-Manager)
1479,Texas,"80,000.00 - 85,000.00 $ /year",General/Other: Accounting/Finance
1480,Texas,14.00 - 15.00 $ /hour,Experienced (Non-Manager)
1481,Texas,"85,000.00 - 100,000.00 $ /year",Accounting/Finance/Insurance
1482,Texas,"12.00 - 13.00 $ /hourAfter 60 day probationary period eligible for monthly bonus; benefits (medical, dental, vision, RX), 401K with company match, ESPP",Experienced (Non-Manager)
1483,Texas,"60,000.00 - 80,000.00 $ /year401K matching, strong benefits",Experienced (Non-Manager)
1484,Texas,13.00 - 14.00 $ /hour,Medical/Health
1485,Texas,"95,000.00 - 125,000.00 $ /year",IT/Software Development
1486,Texas,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1487,Texas,11.00 - 14.00 $ /hour,Experienced (Non-Manager)
1488,Texas,"100,000.00 - 140,000.00 $ /year",IT/Software Development
1489,Texas,"55,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1490,Ohio,12.00 - 13.00 $ /hour,Experienced (Non-Manager)
1491,Texas,12.90 - 13.76 $ /hour,Quality Assurance/Safety
1492,Texas,"90,000.00 - 95,000.00 $ /year",Accounting/Finance/Insurance
1493,Texas,"0.00 - 80,000.00 $ /year",Accounting/Finance/Insurance
1494,Texas,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1495,Texas,13.00 - 13.00 $ /hour,Experienced (Non-Manager)
1496,Texas,"40,000.00 - 70,000.00 $ /yearYear end bonus to be determined",Manager (Manager/Supervisor of Staff)
1497,Texas,"30,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
1498,Texas,"105,000.00 - 110,000.00 $ /year",Accounting/Finance/Insurance
1499,Texas,13.00 - 20.00 $ /hoursalary tbd @ 1-month review,Experienced (Non-Manager)
1500,Ohio,0.00 - 14.00 $ /hour,Customer Support/Client Care
1501,Texas,12.00 - 14.00 $ /hourFull benefits. Profit sharing.,Entry Level
1502,Texas,"80,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
1503,Texas,20.00 - 25.00 $ /hour,IT/Software Development
1504,Texas,20.00 - 30.00 $ /hour,Logistics/Transportation
1505,Texas,52.00 - 57.00 $ /hour,Experienced (Non-Manager)
1506,Texas,16.00 - 20.00 $ /hour,Experienced (Non-Manager)
1507,Texas,"80,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1508,Texas,14.00 - 14.00 $ /hourPlus benefits (medical/dental/vision/life/401k),Experienced (Non-Manager)
1509,Tennessee,15.00 - 15.00 $ /year,Experienced (Non-Manager)
1510,Tennessee,"50,000.00 - 80,000.00 $ /year",Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
1511,Tennessee,"50,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
1512,Tennessee,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1513,North Carolina,"85,000.00 - 105,000.00 $ /year40,000",Manager (Manager/Supervisor of Staff)
1514,California,16.00 - 16.00 $ /hour,Logistics/Transportation
1515,Washington,15.00 - 16.00 $ /hour,Career Level Experienced (Non-Manager)
1516,Texas,15.00 - 16.00 $ /hour,Experienced (Non-Manager)
1517,New York,14.00 - 17.00 $ /hour,Entry Level
1518,Texas,14.50 - 16.00 $ /hour,Medical/Health
1519,Ohio,35.00 - 45.00 $ /hour,Experienced (Non-Manager)
1520,Pennsylvania,"70,000.00 - 80,000.00 $ /year25K bonus annually",Experienced (Non-Manager)
1521,Illinois,"70,000.00 - 85,000.00 $ /yearQuarterly Incentive Bonus",Manager (Manager/Supervisor of Staff)
1522,South carolina,14.00 - 14.50 $ /hour,Medical/Health
1523,Massachusetts,48.00 - 49.00 $ /hour,Experienced (Non-Manager)
1524,Iowa,12.00 - 20.00 $ /year,Entry Level
1525,Massachusetts,"60,000.00 - 70,000.00 $ /year?",Food Services/Hospitality
1526,Wisconsin,"38,000.00 - 47,000.00 $ /year",Food Services/Hospitality
1527,New jersey,50.00 - 65.00 $ /year,Food Services/Hospitality
1528,Missouri,"60,000.00 - 160,000.00 $ /yearsalary, bonus and commision",Manager (Manager/Supervisor of Staff)
1529,Pennsylvania,"35,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1530,Oklahoma,16.00 - 16.00 $ /hour,Entry Level
1531,Arkansas,"48,000.00 - 58,000.00 $ /yearComprehensive Medical Benefits, Bonus Program and Much More!",Manager (Manager/Supervisor of Staff)
1532,North Carolina,"45,000.00 - 65,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1533,North Carolina,"45,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1534,Florida,"100,000.00 - 115,000.00 $ /yearPlus Bonus and Benefits",Manager (Manager/Supervisor of Staff)
1535,Texas,"40,000.00 - 65,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1536,Texas,"110,000.00 - 140,000.00 $ /year",Medical/Health
1537,New York,"120,000.00 - 150,000.00 $ /yearDOE",Student (High School)
1538,Florida,"39,000.00 - 58,000.00 $ /yearexcellent bonus opportunities and benefits",Manager (Manager/Supervisor of Staff)
1539,Indiana,"40,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1540,California,"120,000.00 - 130,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1541,Iowa,"54,000.00 - 56,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1542,Florida,"38,000.00 - 58,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1543,Missouri,"30,000.00 - 45,000.00 $ /year401K, Medical, Dental, Vision and More",Manager (Manager/Supervisor of Staff)
1544,Florida,11.00 - 13.00 $ /hour,Student (High School)
1545,Missouri,"45,000.00 - 60,000.00 $ /yearSalary + $25,000 bonus - performance based, 401K, Medical, Dental, Vision and More",Manager (Manager/Supervisor of Staff)
1546,Louisiana,"45,000.00 - 55,000.00 $ /yearplus bonuses & perks",Manager (Manager/Supervisor of Staff)
1547,Washington,17.00 - 22.00 $ /hour,Experienced (Non-Manager)
1548,Florida,"30,000.00 - 45,000.00 $ /yearBONUS",Manager (Manager/Supervisor of Staff)
1549,Ohio,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
1550,Louisiana,"45,000.00 - 58,000.00 $ /year",Food Services/Hospitality
1551,Texas,12.00 - 15.00 $ /year,Experienced (Non-Manager)
1552,California,"130,000.00 - 165,000.00 $ /year",Medical/Health
1553,Idaho,"75,000.00 - 175,000.00 $ /year",Experienced (Non-Manager)
1554,Missouri,"30,000.00 - 45,000.00 $ /year401K, Medical, Dental, Vision and More",Manager (Manager/Supervisor of Staff)
1555,Pennsylvania,"32,000.00 - 40,000.00 $ /year?",Food Services/Hospitality
1556,Illinois,"65,000.00 - 95,000.00 $ /yearComprehensive Benefits Package!",Experienced (Non-Manager)
1557,California,"85,000.00 - 95,000.00 $ /year?",Food Services/Hospitality
1558,Louisiana,"50,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1559,North Carolina,"42,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1560,California,"75,000.00 - 85,000.00 $ /year?",Food Services/Hospitality
1561,California,0.00 - 27.82 $ /hour$750 Signing Bonus,Experienced (Non-Manager)
1562,Colorado,"35,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1563,Missouri,"45,000.00 - 60,000.00 $ /yearSalary + $25,000 bonus - performance based, 401K, Medical, Dental, Vision and More",Manager (Manager/Supervisor of Staff)
1564,Louisiana,"36,000.00 - 48,000.00 $ /yearbonus potential in excess of $10,000",Manager (Manager/Supervisor of Staff)
1565,California,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
1566,California,"65,000.00 - 80,000.00 $ /yearPlus Bonus and Benefits",Manager (Manager/Supervisor of Staff)
1567,Pennsylvania,"45,000.00 - 55,000.00 $ /year",Food Services/Hospitality
1568,South carolina,19.00 - 21.00 $ /hour,Experienced (Non-Manager)
1569,Texas,35.00 - 48.00 $ /year,Food Services/Hospitality
1570,Florida,"42,000.00 - 50,000.00 $ /year",Food Services/Hospitality
1571,Pennsylvania,"40,000.00 - 85,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1572,Florida,"80,000.00 - 95,000.00 $ /year",Medical/Health
1573,North Carolina,"45,000.00 - 70,000.00 $ /yearBonus and Benefits",Manager (Manager/Supervisor of Staff)
1574,Illinois,"70,000.00 - 90,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1575,Texas,12.00 - 15.00 $ /year,Experienced (Non-Manager)
1576,Texas,"40,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1577,Texas,"44,000.00 - 60,000.00 $ /year",Medical/Health
1578,Arizona,"45,000.00 - 58,000.00 $ /yearComprehensive Medical Benefits, Bonus Program and Much More!",Manager (Manager/Supervisor of Staff)
1579,California,50.00 - 60.00 $ /hour,Experienced (Non-Manager)
1580,Wisconsin,"38,000.00 - 47,000.00 $ /year",Food Services/Hospitality
1581,Kansas,9.00 - 14.78 $ /hour,Entry Level
1582,Wisconsin,"55,000.00 - 75,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1583,Florida,"45,000.00 - 50,000.00 $ /yearBonuses",Manager (Manager/Supervisor of Staff)
1584,South carolina,"36,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1585,California,"66,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1586,California,"30,000.00 - 60,000.00 $ /yearHourly rate or salary depends on expertise/experience",Experienced (Non-Manager)
1587,Florida,"45,000.00 - 55,000.00 $ /yearBonus Plan",Manager (Manager/Supervisor of Staff)
1588,California,15.00 - 17.00 $ /hour,Experienced (Non-Manager)
1589,Florida,"39,000.00 - 60,000.00 $ /yearexcellent bonus opportunities and benefits",Manager (Manager/Supervisor of Staff)
1590,California,"24,000.00 - 30,000.00 $ /year$750.00 RePerformance Bonus",Manager (Manager/Supervisor of Staff)
1591,Missouri,"60,000.00 - 160,000.00 $ /yearsalary, bonus and commision",Manager (Manager/Supervisor of Staff)
1592,Michigan,14.00 - 18.00 $ /year,Entry Level
1593,Ohio,9.00 - 10.00 $ /hour,Experienced (Non-Manager)
1594,Missouri,8.50 - 9.00 $ /hour,Entry Level
1595,Florida,"40,000.00 - 50,000.00 $ /yearmonthly bonus",Manager (Manager/Supervisor of Staff)
1596,California,"50,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1597,Florida,"38,000.00 - 58,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1598,California,"70,000.00 - 78,000.00 $ /year",Experienced (Non-Manager)
1599,Kansas,"55,000.00 - 65,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1600,Texas,"50,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1601,California,"38,000.00 - 45,000.00 $ /year",Experienced (Non-Manager)
1602,Maryland,16.00 - 16.00 $ /hour,Medical/Health
1603,California,"42,848.00 - 61,547.00 $ /year",Experienced (Non-Manager)
1604,Florida,"48,000.00 - 55,000.00 $ /yearComprehensive Medical Benefits, Bonus Program and Much More!",Manager (Manager/Supervisor of Staff)
1605,Illinois,"32,000.00 - 35,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1607,Kansas,"42,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1608,South carolina,15.00 - 17.00 $ /hour,Experienced (Non-Manager)
1609,Wisconsin,"38,000.00 - 47,000.00 $ /year",Food Services/Hospitality
1610,Pennsylvania,"34,000.00 - 42,000.00 $ /yearquarterly bonus",Manager (Manager/Supervisor of Staff)
1611,Iowa,8.50 - 10.00 $ /hourPerformance bonuses available!,Student (Undergraduate/Graduate)
1612,California,28.00 - 30.00 $ /hour,Experienced (Non-Manager)
1613,New York,15.00 - 30.00 $ /hour,Manager (Manager/Supervisor of Staff)
1614,Pennsylvania,18.00 - 19.00 $ /hour,Experienced (Non-Manager)
1615,Wisconsin,0.00 - 14.19 $ /hour,General/Other: Food Services
1616,Maryland,"98,239.20 - 162,070.40 $ /year",Experienced (Non-Manager)
1617,Georgia,"40,000.00 - 45,000.00 $ /year?",Food Services/Hospitality
1618,New York,40.00 - 40.00 $ /year,Manager (Manager/Supervisor of Staff)
1619,Kansas,"45,000.00 - 65,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1620,Missouri,"42,000.00 - 57,000.00 $ /year",Food Services/Hospitality
1621,Massachusetts,0.00 - 20.00 $ /hour,Medical/Health
1622,Missouri,"26,000.00 - 50,000.00 $ /year",Food Services/Hospitality
1623,Arkansas,"60,000.00 - 160,000.00 $ /yearsalary, bonus and commision",Manager (Manager/Supervisor of Staff)
1624,Florida,"45,000.00 - 55,000.00 $ /yearBase Salary DOE + Bonus",Manager (Manager/Supervisor of Staff)
1625,North Carolina,"33,000.00 - 35,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1626,Illinois,"80,000.00 - 90,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1627,Wisconsin,"45,000.00 - 56,000.00 $ /year",Food Services/Hospitality
1628,New York,"50.00 - 55.00 $ /hourmore experience, more money",Manager (Manager/Supervisor of Staff)
1629,Delaware,8.00 - 10.00 $ /hour,Entry Level
1630,Florida,"40,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1631,Virginia,"40,000.00 - 52,000.00 $ /yearvery attainable bonuses",Manager (Manager/Supervisor of Staff)
1632,Florida,"45,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1633,Florida,"40,000.00 - 45,000.00 $ /yearBase plus monthly bonus",Manager (Manager/Supervisor of Staff)
1634,Wisconsin,"38,000.00 - 47,000.00 $ /year",Food Services/Hospitality
1635,Wisconsin,"38,000.00 - 47,000.00 $ /year",Food Services/Hospitality
1636,Texas,"30,000.00 - 35,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1637,Ohio,"45,000.00 - 65,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1638,Florida,12.00 - 16.00 $ /hour,Experienced (Non-Manager)
1639,California,"60,220.00 - 60,220.00 $ /year",Experienced (Non-Manager)
1640,Florida,"40,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1641,Michigan,"35,000.00 - 40,000.00 $ /yearBonuses",Manager (Manager/Supervisor of Staff)
1642,Louisiana,"30,000.00 - 65,000.00 $ /year?",Food Services/Hospitality
1643,California,"45,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1644,Louisiana,"30,000.00 - 60,000.00 $ /year?",Food Services/Hospitality
1645,Wisconsin,"38,000.00 - 47,000.00 $ /year",Food Services/Hospitality
1646,California,"40,000.00 - 50,000.00 $ /yearplus aggressive monthly bonus",Manager (Manager/Supervisor of Staff)
1647,Pennsylvania,"45,000.00 - 48,000.00 $ /year2500.00 sign on bonus",Experienced (Non-Manager)
1648,Texas,"33,000.00 - 35,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1649,Indiana,"35,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1650,North Carolina,"40,000.00 - 52,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1651,California,"45,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1652,Nevada,"45,000.00 - 60,000.00 $ /year",Food Services/Hospitality
1653,California,"30,000.00 - 52,000.00 $ /yearHourly rate or salary depends on experience",Experienced (Non-Manager)
1654,Louisiana,"45,000.00 - 60,000.00 $ /yearBonus potential up to $16,800",Manager (Manager/Supervisor of Staff)
1655,Illinois,15.00 - 15.96 $ /hour,Medical/Health
